Addendum AA -- ASC Covered Surgical Procedures for CY 2025                                                                                                                            (Including Surgical Procedures for Which Payment is Packaged),,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved.,,,,,,
,,,,,,
HCPCS Code,,Short Descriptor,Subject to Multiple Procedure Discounting,January 2025 Payment Indicator,January 2025  Payment Weight  ,January 2025 Payment Rate 
66830,,Removal of lens lesion,Y,A2,22.1206,"$1,214.31"
66840,,Removal of lens material,Y,A2,22.1206,"$1,214.31"
66850,,Removal of lens material,Y,A2,22.1206,"$1,214.31"
66852,,Removal of lens material,Y,A2,38.1516,"$2,094.33"
66920,,Extraction of lens,Y,A2,22.1206,"$1,214.31"
66930,,Extraction of lens,Y,A2,38.1516,"$2,094.33"
66940,,Extraction of lens,Y,A2,22.1206,"$1,214.31"
66982,,Xcapsl ctrc rmvl cplx wo ecp,Y,A2,22.1206,"$1,214.31"
66983,,Cataract surg w/iol 1 stage,Y,A2,22.1206,"$1,214.31"
66984,,Xcapsl ctrc rmvl w/o ecp,Y,A2,22.1206,"$1,214.31"
66985,,Insert lens prosthesis,Y,A2,22.1206,"$1,214.31"
66986,,Exchange lens prosthesis,Y,A2,22.1206,"$1,214.31"
66987,,Xcapsl ctrc rmvl cplx w/ecp,Y,G2,38.1516,"$2,094.33"
66988,,Xcapsl ctrc rmvl w/ecp,Y,G2,38.1516,"$2,094.33"
66989,,Xcpsl ctrc rmvl cplx insj 1+,Y,J8,68.5469,"$3,762.88"
66990,,Ophthalmic endoscope add-on,N,N1,,
66991,,Xcapsl ctrc rmvl insj 1+,Y,J8,68.4889,"$3,759.70"
67005,,Partial removal of eye fluid,Y,A2,22.1206,"$1,214.31"
67010,,Partial removal of eye fluid,Y,A2,22.1206,"$1,214.31"
67015,,Release of eye fluid,Y,A2,22.1206,"$1,214.31"
67025,,Replace eye fluid,Y,A2,22.1206,"$1,214.31"
67027,,Implant eye drug system,Y,A2,34.2836,"$1,882.00"
67028,,Injection eye drug,N,P3,,$58.55
67030,,Incise inner eye strands,Y,A2,22.1206,"$1,214.31"
67031,,Laser surgery eye strands,Y,A2,5.3651,$294.52
67036,,Removal of inner eye fluid,Y,A2,38.1516,"$2,094.33"
67039,,Laser treatment of retina,Y,A2,38.1516,"$2,094.33"
67040,,Laser treatment of retina,Y,A2,38.1516,"$2,094.33"
67041,,Vit for macular pucker,Y,G2,38.1516,"$2,094.33"
67042,,Vit for macular hole,Y,G2,38.1516,"$2,094.33"
67043,,Vit for membrane dissect,Y,G2,38.1516,"$2,094.33"
67101,,Repair detached retina crtx,Y,P3,,$199.25
67105,,Repair detached retina pc,Y,P3,,$166.26
67107,,Repair detached retina,Y,G2,38.1516,"$2,094.33"
67108,,Repair detached retina,Y,G2,38.1516,"$2,094.33"
67110,,Repair detached retina,Y,P3,,$493.93
67113,,Repair retinal detach cplx,Y,G2,47.8794,"$2,628.34"
67115,,Release encircling material,Y,A2,38.1516,"$2,094.33"
67120,,Remove eye implant material,Y,A2,22.1206,"$1,214.31"
67121,,Remove eye implant material,Y,A2,22.1206,"$1,214.31"
67141,,Proph rta dtchmnt crtx dthrm,Y,A2,2.9167,$160.11
67145,,Proph rta dtchmnt pc,Y,P3,,$145.24
67208,,Treatment of retinal lesion,Y,P2,2.9167,$160.11
67210,,Treatment of retinal lesion,Y,P3,,$272.03
67218,,Treatment of retinal lesion,Y,A2,28.9105,"$1,587.04"
67220,,Treatment of choroid lesion,Y,P3,,$286.27
67221,,Ocular photodynamic ther,Y,P3,,$150.73
67225,,Eye photodynamic ther add-on,N,N1,,
67227,,Dstrj extensive retinopathy,Y,P3,,$161.41
67228,,Treatment x10sv retinopathy,Y,P3,,$172.41
67229, *,Tr retinal les preterm inf,Y,R2,5.3651,$294.52
67250,,Reinforce eye wall,Y,A2,18.6903,"$1,026.00"
67255,,Reinforce/graft eye wall,Y,A2,38.1516,"$2,094.33"
67311,,Revise eye muscle,Y,A2,18.6903,"$1,026.00"
67312,,Revise two eye muscles,Y,A2,28.9105,"$1,587.04"
67314,,Revise eye muscle,Y,A2,18.6903,"$1,026.00"
67316,,Revise two eye muscles,Y,A2,18.6903,"$1,026.00"
67318,,Revise eye muscle(s),Y,A2,18.6903,"$1,026.00"
67320,,Revise eye muscle(s) add-on,N,N1,,
67331,,Eye surgery follow-up add-on,N,N1,,
67332,,Rerevise eye muscles add-on,N,N1,,
67334,,Revise eye muscle w/suture,N,N1,,
67335,,Eye suture during surgery,N,N1,,
67340,,Revise eye muscle add-on,N,N1,,
67343,,Release eye tissue,Y,A2,18.6903,"$1,026.00"
67345,,Destroy nerve of eye muscle,Y,P3,,$123.89
67346,,Biopsy eye muscle,Y,A2,28.9105,"$1,587.04"
67400,,Explore/biopsy eye socket,Y,A2,28.9105,"$1,587.04"
67405,,Explore/drain eye socket,Y,A2,18.6903,"$1,026.00"
67412,,Explore/treat eye socket,Y,A2,18.6903,"$1,026.00"
67413,,Explore/treat eye socket,Y,A2,18.6903,"$1,026.00"
67414,,Explr/decompress eye socket,Y,G2,28.9105,"$1,587.04"
67415,,Aspiration orbital contents,Y,A2,18.6903,"$1,026.00"
67420,,Explore/treat eye socket,Y,A2,28.9105,"$1,587.04"
67430,,Explore/treat eye socket,Y,A2,28.9105,"$1,587.04"
67440,,Explore/drain eye socket,Y,J8,36.643,"$2,011.52"
67445,,Explr/decompress eye socket,Y,A2,28.9105,"$1,587.04"
67450,,Explore/biopsy eye socket,Y,A2,28.9105,"$1,587.04"
67500,,Inject/treat eye socket,Y,P3,,$32.99
67505,,Inject/treat eye socket,Y,P3,,$41.08
67515,,Inject/treat eye socket,Y,P3,,$23.29
67516,,Sprchoroidal spc njx rx agt,Y,P3,,$62.11
67550,,Insert eye socket implant,Y,A2,28.9105,"$1,587.04"
67560,,Revise eye socket implant,Y,A2,28.9105,"$1,587.04"
67570,,Decompress optic nerve,Y,A2,28.9105,"$1,587.04"
67700,,Blepharotomy drg absc eyelid,Y,P2,2.9167,$160.11
67710,,Severing tarsorrhaphy,Y,P3,,$189.87
67715,,Canthotomy,Y,A2,18.6903,"$1,026.00"
67800,,Remove eyelid lesion,Y,P3,,$75.69
67801,,Remove eyelid lesions,Y,P3,,$90.89
67805,,Remove eyelid lesions,Y,P3,,$117.74
67808,,Remove eyelid lesion(s),Y,A2,18.6903,"$1,026.00"
67810,,Incal bx eyelid skn lid mrgn,Y,P3,,$132.94
67820,,Revise eyelashes,N,N1,,
67825,,Revise eyelashes,Y,P3,,$79.57
67830,,Revise eyelashes,Y,A2,9.0348,$495.97
67835,,Revise eyelashes,Y,A2,18.6903,"$1,026.00"
67840,,Remove eyelid lesion,Y,P3,,$191.81
67850,,Dstrj lesion lid margin <1cm,Y,P3,,$145.88
67875,,Closure of eyelid by suture,Y,G2,9.0348,$495.97
67880,,Revision of eyelid,Y,A2,18.6903,"$1,026.00"
67882,,Revision of eyelid,Y,A2,18.6903,"$1,026.00"
67900,,Repair brow defect,Y,A2,18.6903,"$1,026.00"
67901,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67902,,Repair eyelid defect,Y,A2,28.9105,"$1,587.04"
67903,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67904,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67906,,Repair eyelid defect,Y,A2,28.9105,"$1,587.04"
67908,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67909,,Revise eyelid defect,Y,A2,18.6903,"$1,026.00"
67911,,Revise eyelid defect,Y,A2,18.6903,"$1,026.00"
67912,,Correction eyelid w/implant,Y,A2,18.6903,"$1,026.00"
67914,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67915,,Repair eyelid defect,Y,P3,,$226.43
67916,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67917,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67921,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67922,,Repair eyelid defect,Y,P3,,$221.57
67923,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67924,,Repair eyelid defect,Y,A2,18.6903,"$1,026.00"
67930,,Repair eyelid wound,Y,P3,,$226.10
67935,,Repair eyelid wound,Y,A2,18.6903,"$1,026.00"
67938,,Remove eyelid foreign body,Y,P2,2.9167,$160.11
67950,,Revision of eyelid,Y,A2,18.6903,"$1,026.00"
67961,,Revision of eyelid,Y,A2,18.6903,"$1,026.00"
67966,,Revision of eyelid,Y,A2,18.6903,"$1,026.00"
67971,,Reconstruction of eyelid,Y,A2,18.6903,"$1,026.00"
67973,,Reconstruction of eyelid,Y,A2,18.6903,"$1,026.00"
67974,,Reconstruction of eyelid,Y,A2,28.9105,"$1,587.04"
67975,,Reconstruction of eyelid,Y,A2,18.6903,"$1,026.00"
68020,,Incise/drain eyelid lining,Y,P3,,$67.93
68040,,Treatment of eyelid lesions,Y,P3,,$31.70
68100,,Biopsy conjunctiva,Y,P3,,$122.92
68110,,Exc les conjunctiva <1 cm,Y,P3,,$161.73
68115,,Exc les conjunctiva >1 cm,Y,A2,18.6903,"$1,026.00"
68130,,Exc les conjunctiva adj scl,Y,A2,18.6903,"$1,026.00"
68135,,Destruction les conjunctiva,Y,P3,,$86.69
68200,,Treat eyelid by injection,N,N1,,
68320,,Revise/graft eyelid lining,Y,A2,18.6903,"$1,026.00"
68325,,Revise/graft eyelid lining,Y,A2,28.9105,"$1,587.04"
68326,,Revise/graft eyelid lining,Y,A2,28.9105,"$1,587.04"
68328,,Revise/graft eyelid lining,Y,A2,18.6903,"$1,026.00"
68330,,Revise eyelid lining,Y,A2,22.1206,"$1,214.31"
68335,,Revise/graft eyelid lining,Y,A2,28.9105,"$1,587.04"
68340,,Separate eyelid adhesions,Y,A2,18.6903,"$1,026.00"
68360,,Revise eyelid lining,Y,A2,28.9105,"$1,587.04"
68362,,Revise eyelid lining,Y,A2,18.6903,"$1,026.00"
68371,,Harvest eye tissue alograft,Y,A2,18.6903,"$1,026.00"
68400,,I&d lacrimal gland,Y,P3,,$219.63
68420,,I&d lacrimal sac,Y,P3,,$231.92
68440,,Snip inc lacrimal punctum,Y,P3,,$66.63
68500,,Removal of tear gland,Y,A2,28.9105,"$1,587.04"
68505,,Partial removal tear gland,Y,A2,28.9105,"$1,587.04"
68510,,Biopsy of tear gland,Y,A2,18.6903,"$1,026.00"
68520,,Removal of tear sac,Y,A2,28.9105,"$1,587.04"
68525,,Biopsy of tear sac,Y,A2,18.6903,"$1,026.00"
68530,,Clearance of tear duct,Y,P2,2.9167,$160.11
68540,,Remove tear gland lesion,Y,A2,18.6903,"$1,026.00"
68550,,Remove tear gland lesion,Y,A2,28.9105,"$1,587.04"
68700,,Repair tear ducts,Y,A2,18.6903,"$1,026.00"
68705,,Revise tear duct opening,Y,P2,2.9167,$160.11
68720,,Create tear sac drain,Y,A2,28.9105,"$1,587.04"
68745,,Create tear duct drain,Y,A2,28.9105,"$1,587.04"
68750,,Create tear duct drain,Y,A2,28.9105,"$1,587.04"
68760,,Close tear duct opening,Y,P3,,$146.21
68761,,Close tear duct opening,Y,P3,,$90.89
68770,,Close tear system fistula,Y,A2,18.6903,"$1,026.00"
68801,,Dilate tear duct opening,N,N1,,
68810,,Probe nasolacrimal duct,Y,A2,2.9167,$160.11
68811,,Probe nasolacrimal duct,Y,A2,18.6903,"$1,026.00"
68815,,Probe nasolacrimal duct,Y,A2,18.6903,"$1,026.00"
68816,,Probe nl duct w/balloon,Y,G2,18.6903,"$1,026.00"
68840,,Explore/irrigate tear ducts,Y,P3,,$83.13
68841,,Insj rx elut implt lac canal,N,N1,,
68850,,Injection for tear sac x-ray,N,N1,,
69000,,Drg xtrnl ear absc/hem smpl,Y,P3,,$123.24
69005,,Drg xtrnl ear absc/hem comp,Y,P3,,$131.97
69020,,Drg xtrnl aud canal abscess,Y,P3,,$165.94
69100,,Biopsy of external ear,Y,P3,,$62.75
69105,,Biopsy of external ear canal,Y,P3,,$106.10
69110,,Remove external ear partial,Y,A2,21.8945,"$1,201.90"
69120,,Removal of external ear,Y,A2,53.1441,"$2,917.35"
69140,,Remove ear canal lesion(s),Y,A2,53.1441,"$2,917.35"
69145,,Remove ear canal lesion(s),Y,A2,21.8945,"$1,201.90"
69150,,Extensive ear canal surgery,Y,A2,53.1441,"$2,917.35"
69200,,Clear outer ear canal,N,N1,,
69205,,Clear outer ear canal,Y,A2,12.9024,$708.28
69209,,Remove impacted ear wax uni,N,N1,,
69210,,Remove impacted ear wax uni,N,N1,,
69220,,Clean out mastoid cavity,N,N1,,
69222,,Clean out mastoid cavity,Y,P3,,$154.29
69300,,Revise external ear,Y,A2,25.4021,"$1,394.45"
69310,,Rebuild outer ear canal,Y,A2,53.1441,"$2,917.35"
69320,,Rebuild outer ear canal,Y,A2,53.1441,"$2,917.35"
69420,,Incision of eardrum,Y,P2,2.2612,$124.13
69421,,Incision of eardrum,Y,A2,25.4021,"$1,394.45"
69424,,Remove ventilating tube,N,P3,,$92.19
69433,,Create eardrum opening,Y,P3,,$137.47
69436,,Create eardrum opening,Y,A2,11.9753,$657.38
69440,,Exploration of middle ear,Y,A2,25.4021,"$1,394.45"
69450,,Eardrum revision,Y,A2,25.4021,"$1,394.45"
69501,,Mastoidectomy,Y,A2,53.1441,"$2,917.35"
69502,,Mastoidectomy,Y,A2,53.1441,"$2,917.35"
69505,,Remove mastoid structures,Y,A2,53.1441,"$2,917.35"
69511,,Extensive mastoid surgery,Y,A2,53.1441,"$2,917.35"
69530,,Extensive mastoid surgery,Y,A2,53.1441,"$2,917.35"
69540,,Excision aural polyp,Y,P3,,$155.59
69550,,Exc aurl glomus tum trnscanl,Y,A2,53.1441,"$2,917.35"
69552,,Exc aurl glomus tum trnsmstd,Y,A2,53.1441,"$2,917.35"
69601,,Revj mstdc rsltg compl mstdc,Y,A2,53.1441,"$2,917.35"
69602,,Rev mstdc rslt mod rad mstdc,Y,A2,53.1441,"$2,917.35"
69603,,Revj mstdc rsltg rad mstdc,Y,A2,53.1441,"$2,917.35"
69604,,Revj mstdc rsltg tympanplsty,Y,A2,53.1441,"$2,917.35"
69610,,Tympanic membrane repair,Y,P3,,$206.37
69620,,Myringoplasty,Y,A2,25.4021,"$1,394.45"
69631,,Repair eardrum structures,Y,A2,53.1441,"$2,917.35"
69632,,Rebuild eardrum structures,Y,A2,53.1441,"$2,917.35"
69633,,Rebuild eardrum structures,Y,A2,53.1441,"$2,917.35"
69635,,Repair eardrum structures,Y,A2,53.1441,"$2,917.35"
69636,,Rebuild eardrum structures,Y,A2,53.1441,"$2,917.35"
69637,,Rebuild eardrum structures,Y,A2,53.1441,"$2,917.35"
69641,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69642,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69643,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69644,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69645,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69646,,Revise middle ear & mastoid,Y,A2,53.1441,"$2,917.35"
69650,,Stapes mobilization,Y,A2,25.4021,"$1,394.45"
69660,,Revise middle ear bone,Y,A2,53.1441,"$2,917.35"
69661,,Revise middle ear bone,Y,A2,53.1441,"$2,917.35"
69662,,Revise middle ear bone,Y,A2,53.1441,"$2,917.35"
69666,,Repair middle ear structures,Y,A2,25.4021,"$1,394.45"
69667,,Repair middle ear structures,Y,A2,25.4021,"$1,394.45"
69670,,Remove mastoid air cells,Y,A2,53.1441,"$2,917.35"
69676,,Remove middle ear nerve,Y,A2,25.4021,"$1,394.45"
69700,,Close mastoid fistula,Y,A2,11.9753,$657.38
69705,,Nps surg dilat eust tube uni,Y,J8,77.1844,"$4,237.04"
69706,,Nps surg dilat eust tube bi,Y,J8,76.946,"$4,223.95"
69711,,Remove/repair hearing aid,Y,A2,25.4021,"$1,394.45"
69714,,Impl oi implt skull perq esp,Y,J8,185.4845,"$10,182.17"
69716,,Impl oi implt sk tc esp<100,Y,J8,185.2655,"$10,170.15"
69717,,Rplcmt oi implt skl prq esp,Y,J8,97.2679,"$5,339.52"
69719,,Rplcm oi implt sk tc esp<100,Y,J8,192.5531,"$10,570.20"
69720,,Release facial nerve,Y,A2,53.1441,"$2,917.35"
69726,,Rmv ntr oi implt skl prq esp,Y,G2,28.767,"$1,579.16"
69727,,Rmv ntr oi imp sk tc esp<100,Y,G2,28.767,"$1,579.16"
69728,,Rmv ntr oi imp sk tc>=100,Y,G2,28.767,"$1,579.16"
69729,,Impl oi implt sk tc esp>=100,Y,J8,186.8504,"$10,257.15"
69730,,Rplc oi implt sk tc esp>=100,Y,J8,170.1277,"$9,339.16"
69740,,Repair facial nerve,Y,A2,53.1441,"$2,917.35"
69745,,Repair facial nerve,Y,A2,53.1441,"$2,917.35"
69801,,Incise inner ear,Y,P3,,$143.29
69805,,Explore inner ear,Y,A2,53.1441,"$2,917.35"
69806,,Explore inner ear,Y,A2,53.1441,"$2,917.35"
69905,,Remove inner ear,Y,A2,53.1441,"$2,917.35"
69910,,Remove inner ear & mastoid,Y,A2,53.1441,"$2,917.35"
69915,,Incise inner ear nerve,Y,A2,25.4021,"$1,394.45"
69930,,Implant cochlear device,Y,J8,503.3324,"$27,630.43"
69990,,Microsurgery add-on,N,N1,,
76015,,Mr sfty mplt&/fb asmt stf ea,N,N1,,
92920,,Prq cardiac angioplast 1 art,Y,J8,66.0922,"$3,628.13"
92921,,Prq cardiac angio addl art,N,N1,,
92928,,Prq card stent w/angio 1 vsl,Y,J8,127.4098,"$6,994.16"
92929,,Prq card stent w/angio addl,N,N1,,
92978,,Endoluminl ivus oct c 1st,N,N1,,
93451,,Right heart cath,Y,G2,30.1614,"$1,655.71"
93452,,Left hrt cath w/ventrclgrphy,Y,G2,30.1614,"$1,655.71"
93453,,R&l hrt cath w/ventriclgrphy,Y,G2,30.1614,"$1,655.71"
93454,,Coronary artery angio s&i,Y,G2,30.1614,"$1,655.71"
93455,,Coronary art/grft angio s&i,Y,G2,30.1614,"$1,655.71"
93456,,R hrt coronary artery angio,Y,G2,30.1614,"$1,655.71"
93457,,R hrt art/grft angio,Y,G2,30.1614,"$1,655.71"
93458,,L hrt artery/ventricle angio,Y,G2,30.1614,"$1,655.71"
93459,,L hrt art/grft angio,Y,G2,30.1614,"$1,655.71"
93460,,R&l hrt art/ventricle angio,Y,G2,30.1614,"$1,655.71"
93461,,R&l hrt art/ventricle angio,Y,G2,30.1614,"$1,655.71"
93462,,L hrt cath trnsptl puncture,N,N1,,
93566,,Njx car cth slctv rv/ra ang,N,N1,,
93567,,Njx car cth sprvlv aortgrphy,N,N1,,
93568,,Njx car cth nslc p-art angrp,N,N1,,
93571,,Heart flow reserve measure,N,N1,,
93572,,Heart flow reserve measure,N,N1,,
93985,,Dup-scan hemo compl bi std,N,P2,2.3732,$130.28
93986,,Dup-scan hemo compl uni std,N,P2,1.033,$56.71
C5271,,Low cost skin substitute app,Y,G2,5.9804,$328.29
C5272,,Low cost skin substitute app,N,N1,,
C5273,,Low cost skin substitute app,Y,G2,17.8722,$981.09
C5274,,Low cost skin substitute app,N,N1,,
C5275,,Low cost skin substitute app,Y,G2,5.9804,$328.29
C5276,,Low cost skin substitute app,N,N1,,
C5277,,Low cost skin substitute app,Y,G2,5.9804,$328.29
C5278,,Low cost skin substitute app,N,N1,,
C7500,,Deb bone 20 cm2 w/drug dev,Y,G2,21.8945,"$1,201.90"
C7501,,Perc bx breast lesions stero,Y,G2,21.8945,"$1,201.90"
C7502,,Perc bx breast lesions mr,Y,G2,21.8945,"$1,201.90"
C7503,,Open exc cerv node(s) w/ id,Y,G2,48.8642,"$2,682.40"
C7504,,Perq cvt&ls inj vert bodies,Y,G2,63.9555,"$3,510.84"
C7505,,Perq ls&cvt inj vert bodies,Y,G2,63.9555,"$3,510.84"
C7506,,Fusion of finger joints,Y,G2,63.9555,"$3,510.84"
C7507,,Perq thor&lumb vert aug,Y,G2,120.8354,"$6,633.26"
C7509,,Dx bronch w/ navigation,Y,G2,29.3343,"$1,610.31"
C7510,,Bronch/lavag w/ navigation,Y,G2,29.3343,"$1,610.31"
C7512,,Bronch/bpsy(s) w/ ebus,Y,G2,29.3343,"$1,610.31"
C7513,,Cath/angio dialcir w/aplasty,Y,G2,28.9406,"$1,588.69"
C7514,,Cath/angio dial cir w/stents,Y,G2,28.9406,"$1,588.69"
C7515,,Cath/angio dial cir w/embol,Y,G2,28.9406,"$1,588.69"
C7516,,Cor angio w/ ivus or oct,Y,G2,47.9028,"$2,629.62"
C7517,,Cor angio w/ilic/fem angio,Y,G2,47.9028,"$2,629.62"
C7518,,Cor/gft angio w/ ivus or oct,Y,G2,47.9028,"$2,629.62"
C7519,,Cor/gft angio w/ flow resrv,Y,G2,47.9028,"$2,629.62"
C7521,,R hrt angio w/ ivus or oct ,Y,G2,47.9028,"$2,629.62"
C7522,,R hrt angio w/flow resrv,Y,G2,47.9028,"$2,629.62"
C7523,,L hrt angio w/ ivus or oct ,Y,G2,47.9028,"$2,629.62"
C7524,,L hrt angio w/flow resrv,Y,G2,47.9028,"$2,629.62"
C7525,,L hrt gft ang w/ ivus or oct,Y,G2,47.9028,"$2,629.62"
C7526,,L hrt gft ang w/flow resrv,Y,G2,47.9028,"$2,629.62"
C7527,,R&l hrt angio w/ ivus or oct,Y,G2,47.9028,"$2,629.62"
C7528,,R&l hrt angio w/flow resrv,Y,G2,47.9028,"$2,629.62"
C7529,,R&l hrt gft ang w/flow resrv,Y,G2,47.9028,"$2,629.62"
C7531,,Angio fem/pop w/ us,Y,J8,111.1628,"$6,102.28"
C7532,,Angio w/ us non-coronary,Y,J8,107.2034,"$5,884.93"
C7535,,Fem/pop revasc w/stent & us,Y,J8,194.5654,"$10,680.67"
C7537,,Insrt atril pm w/l vent lead,Y,J8,198.6587,"$10,905.37"
C7538,,Insrt vent pm w/l vent lead,Y,J8,201.9586,"$11,086.52"
C7539,,Insrt a & v pm w/l vent lead,Y,J8,203.7885,"$11,186.97"
C7540,,Rmv&rplc pm dul w/l vnt lead,Y,J8,200.9119,"$11,029.06"
C7545,,Exch bil cath w/ rmv calculi,Y,G2,49.2625,"$2,704.26"
C7546,,Rep nph/urt cath w/dil stric,Y,G2,30.1542,"$1,655.31"
C7548,,Exch neph cath w/ dil stric,Y,G2,30.1542,"$1,655.31"
C7549,,Chge urtr stent w/ dil stric,Y,G2,30.1542,"$1,655.31"
C7550,,Cysto w/ bx(s) w/ blue light,Y,G2,30.1542,"$1,655.31"
C7551,,Exc neuroma w/ implnt nv end,Y,G2,56.2824,"$3,089.62"
C7554,,Cystureth blu li cyst fl img,Y,G2,17.4857,$959.88
C7555,,Rmvl thyrd w/autotran parath,Y,G2,89.1884,"$4,896.00"
C7556,,Bronch lavage w/ebus,Y,G2,29.3343,"$1,610.31"
C7560,,Ercp remove forgn body&endo,Y,G2,34.1709,"$1,875.81"
C7562,,R&l hrt angio w/ffr & 3d map,Y,G2,47.9028,"$2,629.62"
C7563,,Trluml ballo angiop all art,Y,J8,107.2034,"$5,884.93"
C7564,,Vein mech throm w/intrvas us,Y,J8,198.5991,"$10,902.10"
C7565,,Rpr aa hrn < 3 rdc w/ rmvl,Y,G2,49.2625,"$2,704.26"
C8002, *,"Prep skin cell susp, automtd",Y,R2,61.1248,"$3,355.45"
C8003,,Imp extar knee shck absrb,Y,J8,264.8201,"$14,537.30"
C9600,,Perc drug-el cor stent sing,Y,J8,128.6503,"$7,062.26"
C9601,,Perc drug-el cor stent bran,N,N1,,
C9725,,Place endorectal app,Y,G2,8.9164,$489.47
C9726,,Rxt breast appl place/remov,N,N1,,
C9727,,Insert palate implants,Y,G2,11.9753,$657.38
C9728,,"Place device/marker, non pro",N,G2,13.3566,$733.21
C9739,,Cystoscopy prostatic imp 1-3,Y,J8,71.2125,"$3,909.21"
C9740,,Cysto impl 4 or more,Y,J8,142.4509,"$7,819.84"
C9757,,Spine device implant surgery,Y,J8,173.5577,"$9,527.45"
C9759,,Transcath intraop microinf,N,N1,,
C9761,,"Cysto, litho, vacuum kidney",Y,G2,87.0699,"$4,779.70"
C9764,,Revasc intravasc lithotripsy,Y,J8,141.2398,"$7,753.36"
C9765,,Revasc intra lithotrip-stent,Y,J8,227.6573,"$12,497.25"
C9766,,Revasc intra lithotrip-ather,Y,J8,232.2421,"$12,748.93"
C9767,,Revasc lithotrip-stent-ather,Y,J8,230.7611,"$12,667.63"
C9772,,Revasc lithotrip tibi/perone,Y,J8,137.9743,"$7,574.10"
C9773,,Revasc lithotr-stent tib/per,Y,J8,211.9712,"$11,636.16"
C9774,,Revasc lithotr-ather tib/per,Y,J8,216.453,"$11,882.19"
C9775,,Revasc lith-sten-ath tib/per,Y,J8,238.8875,"$13,113.73"
C9777,,Esophag muc integ w/eso egd,Y,J8,47.7623,"$2,621.91"
C9778,,"Colpopexy, min/inv, ex-perit",Y,J8,51.3861,"$2,820.84"
C9781,,Arthro/shoul surg; w/spacer,Y,J8,185.3907,"$10,177.02"
C9789,,Instill pharm renal pelvis,Y,G2,22.0081,"$1,208.13"
C9796,,Rpr intst excl anrect fist,Y,J8,32.2776,"$1,771.88"
C9797,,Vasc emb/occ w/prs cath,Y,J8,224.1414,"$12,304.24"
D4210,,Gingivectomy/plasty 4 or mor,Y,D2,25.4021,"$1,394.45"
D4211,,Gingivectomy/plasty 1 to 3,Y,D2,25.4021,"$1,394.45"
D4212,,Gingivectomy/plasty rest,Y,D2,25.4021,"$1,394.45"
D4260,,Osseous surgery 4 or more,Y,D2,53.1441,"$2,917.35"
D4263,,Bone replce graft first site,Y,D2,16.2604,$892.61
D4270,,Pedicle soft tissue graft pr,Y,D2,11.9753,$657.38
D4273,,Auto tissue graft 1st tooth,Y,D2,11.9753,$657.38
D7111,,Extraction coronal remnants,Y,D2,16.2604,$892.61
D7140,,Extraction erupted tooth/exr,Y,D2,16.2604,$892.61
D7210,,Rem imp tooth w mucoper flp,Y,D2,11.9753,$657.38
D7220,,Impact tooth remov soft tiss,Y,D2,16.2604,$892.61
D7230,,Impact tooth remov part bony,Y,D2,16.2604,$892.61
D7240,,Impact tooth remov comp bony,Y,D2,16.2604,$892.61
D7241,,Impact tooth rem bony w/comp,Y,D2,16.2604,$892.61
D7250,,Tooth root removal,Y,D2,16.2604,$892.61
D7251,,Coronectomy,Y,D2,11.9753,$657.38
D7270,,Tooth reimplantation,Y,D2,16.2604,$892.61
D7280,,Exposure of unerupted tooth,Y,D2,16.2604,$892.61
D7310,,Alveoplasty w/ extraction,Y,D2,11.9753,$657.38
D7311,,Alveoloplasty w/extract 1-3,Y,D2,11.9753,$657.38
D7320,,Alveoplasty w/o extraction,Y,D2,11.9753,$657.38
D7321,,Alveoloplasty not w/extracts,Y,D2,11.9753,$657.38
D7410,,Rad exc lesion up to 1.25 cm,Y,D2,11.9753,$657.38
D7411,,Excision benign lesion>1.25c,Y,D2,11.9753,$657.38
D7412,,Excision benign lesion compl,Y,D2,11.9753,$657.38
D7413,,Excision malig lesion<=1.25c,Y,D2,11.9753,$657.38
D7414,,Excision malig lesion>1.25cm,Y,D2,11.9753,$657.38
D7415,,Excision malig les complicat,Y,D2,11.9753,$657.38
D7450,,Rem odontogen cyst to 1.25cm,Y,D2,25.4021,"$1,394.45"
D7451,,Rem odontogen cyst > 1.25 cm,Y,D2,25.4021,"$1,394.45"
D7460,,Rem nonodonto cyst to 1.25cm,Y,D2,16.2604,$892.61
D7461,,Rem nonodonto cyst > 1.25 cm,Y,D2,16.2604,$892.61
