"Durable Medical Equipment,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*** Non-continental areas ***,,,,
"Prosthetics, Orthotics, and Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Not subject to ceiling and floor),,,,
(DMEPOS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2025 Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCPCS,Mod,Mod2,JURIS,CATG,Ceiling,Floor,AL (NR),AL (R),AR (NR),AR (R),AZ (NR),AZ (R),CA (NR),CA (R),CO (NR),CO (R),CT (NR),CT (R),DC (NR),DC (R),DE (NR),DE (R),FL (NR),FL (R),GA (NR),GA (R),IA (NR),IA (R),ID (NR),ID (R),IL (NR),IL (R),IN (NR),IN (R),KS (NR),KS (R),KY (NR),KY (R),LA (NR),LA (R),MA (NR),MA (R),MD (NR),MD (R),ME (NR),ME (R),MI (NR),MI (R),MN (NR),MN (R),MO (NR),MO (R),MS (NR),MS (R),MT (NR),MT (R),NC (NR),NC (R),ND (NR),ND (R),NE (NR),NE (R),NH (NR),NH (R),NJ (NR),NJ (R),NM (NR),NM (R),NV (NR),NV (R),NY (NR),NY (R),OH (NR),OH (R),OK (NR),OK (R),OR (NR),OR (R),PA (NR),PA (R),RI (NR),RI (R),SC (NR),SC (R),SD (NR),SD (R),TN (NR),TN (R),TX (NR),TX (R),UT (NR),UT (R),VA (NR),VA (R),VT (NR),VT (R),WA (NR),WA (R),WI (NR),WI (R),WV (NR),WV (R),WY (NR),WY (R),AK (NR),AK (R),HI (NR),HI (R),PR (NR),PR (R),VI (NR),VI (R),Description
L6960,,,D,PO,19277.39,14458.04,16238.11,0.00,15525.65,0.00,15337.48,0.00,15337.48,0.00,19277.39,0.00,15983.88,0.00,15613.52,0.00,15613.52,0.00,16238.11,0.00,16238.11,0.00,14882.05,0.00,15612.57,0.00,15315.43,0.00,15315.43,0.00,14882.05,0.00,16238.11,0.00,15525.65,0.00,15983.88,0.00,15613.52,0.00,15983.88,0.00,15315.43,0.00,15315.43,0.00,14882.05,0.00,16238.11,0.00,19277.39,0.00,16238.11,0.00,19277.39,0.00,14882.05,0.00,15983.88,0.00,14458.04,0.00,15525.65,0.00,15337.48,0.00,14458.04,0.00,15315.43,0.00,15525.65,0.00,15612.57,0.00,15613.52,0.00,15983.88,0.00,16238.11,0.00,19277.39,0.00,16238.11,0.00,15525.65,0.00,19277.39,0.00,15613.52,0.00,15983.88,0.00,15612.57,0.00,15315.43,0.00,15613.52,0.00,19277.39,0.00,15456.00,0.00,16527.23,0.00,17824.42,0.00,14458.04,0.00,Shldr disartic switch contro
L6965,,,D,PO,22680.77,17010.57,17318.54,0.00,22680.77,0.00,17808.01,0.00,17808.01,0.00,20885.99,0.00,18753.97,0.00,17885.25,0.00,17885.25,0.00,17318.54,0.00,17318.54,0.00,17240.08,0.00,17631.00,0.00,18143.50,0.00,18143.50,0.00,17240.08,0.00,17318.54,0.00,22680.77,0.00,18753.97,0.00,17885.25,0.00,18753.97,0.00,18143.50,0.00,18143.50,0.00,17240.08,0.00,17318.54,0.00,20885.99,0.00,17318.54,0.00,20885.99,0.00,17240.08,0.00,18753.97,0.00,17010.57,0.00,22680.77,0.00,17808.01,0.00,17010.57,0.00,18143.50,0.00,22680.77,0.00,17631.00,0.00,17885.25,0.00,18753.97,0.00,17318.54,0.00,20885.99,0.00,17318.54,0.00,22680.77,0.00,20885.99,0.00,17885.25,0.00,18753.97,0.00,17631.00,0.00,18143.50,0.00,17885.25,0.00,20885.99,0.00,17953.57,0.00,19197.84,0.00,17824.42,0.00,17010.57,0.00,Shldr disartic myoelectronic
L6970,,,D,PO,23340.59,17505.44,18046.20,0.00,23053.46,0.00,18860.04,0.00,18860.04,0.00,21143.84,0.00,20074.32,0.00,19223.07,0.00,19223.07,0.00,18046.20,0.00,18046.20,0.00,18120.07,0.00,17505.44,0.00,19420.61,0.00,19420.61,0.00,18120.07,0.00,18046.20,0.00,23053.46,0.00,20074.32,0.00,19223.07,0.00,20074.32,0.00,19420.61,0.00,19420.61,0.00,18120.07,0.00,18046.20,0.00,21143.84,0.00,18046.20,0.00,21143.84,0.00,18120.07,0.00,20074.32,0.00,17505.44,0.00,23053.46,0.00,18860.04,0.00,17505.44,0.00,19420.61,0.00,23053.46,0.00,17505.44,0.00,19223.07,0.00,20074.32,0.00,18046.20,0.00,21143.84,0.00,18046.20,0.00,23053.46,0.00,21143.84,0.00,19223.07,0.00,20074.32,0.00,17505.44,0.00,19420.61,0.00,19223.07,0.00,21143.84,0.00,19037.53,0.00,20356.94,0.00,17824.42,0.00,17505.44,0.00,Interscapular-thor switch ct
L6975,,,D,PO,25573.88,19180.41,19736.72,0.00,23177.19,0.00,22301.24,0.00,22301.24,0.00,22653.52,0.00,22626.12,0.00,21222.51,0.00,21222.51,0.00,19736.72,0.00,19736.72,0.00,20429.48,0.00,19180.41,0.00,21406.09,0.00,21406.09,0.00,20429.48,0.00,19736.72,0.00,23177.19,0.00,22626.12,0.00,21222.51,0.00,22626.12,0.00,21406.09,0.00,21406.09,0.00,20429.48,0.00,19736.72,0.00,22653.52,0.00,19736.72,0.00,22653.52,0.00,20429.48,0.00,22626.12,0.00,19180.41,0.00,23177.19,0.00,22301.24,0.00,19180.41,0.00,21406.09,0.00,23177.19,0.00,19180.41,0.00,21222.51,0.00,22626.12,0.00,19736.72,0.00,22653.52,0.00,19736.72,0.00,23177.19,0.00,22653.52,0.00,21222.51,0.00,22626.12,0.00,19180.41,0.00,21406.09,0.00,21222.51,0.00,22653.52,0.00,22358.64,0.00,23908.24,0.00,17824.42,0.00,19180.41,0.00,Interscap-thor myoelectronic
L7007,,,D,PO,5506.82,4130.11,4130.11,0.00,5506.82,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4351.30,0.00,4353.31,0.00,4353.31,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4187.44,0.00,4409.36,0.00,4409.36,0.00,4130.11,0.00,4130.11,0.00,5506.82,0.00,4351.30,0.00,4353.31,0.00,4351.30,0.00,4409.36,0.00,4409.36,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,4351.30,0.00,4704.55,0.00,5506.82,0.00,4130.11,0.00,4704.55,0.00,4409.36,0.00,5506.82,0.00,4187.44,0.00,4353.31,0.00,4351.30,0.00,4130.11,0.00,4130.11,0.00,4130.11,0.00,5506.82,0.00,4130.11,0.00,4353.31,0.00,4351.30,0.00,4187.44,0.00,4409.36,0.00,4353.31,0.00,4130.11,0.00,3937.76,0.00,4210.66,0.00,4937.85,0.00,4704.55,0.00,Adult electric hand
L7008,,,D,PO,8667.15,6500.36,6500.36,0.00,8667.15,0.00,6943.15,0.00,6943.15,0.00,6950.26,0.00,7352.35,0.00,7354.35,0.00,7354.35,0.00,6500.36,0.00,6500.36,0.00,6628.10,0.00,7252.53,0.00,6837.60,0.00,6837.60,0.00,6628.10,0.00,6500.36,0.00,8667.15,0.00,7352.35,0.00,7354.35,0.00,7352.35,0.00,6837.60,0.00,6837.60,0.00,6628.10,0.00,6500.36,0.00,6950.26,0.00,6500.36,0.00,6950.26,0.00,6628.10,0.00,7352.35,0.00,7375.88,0.00,8667.15,0.00,6943.15,0.00,7375.88,0.00,6837.60,0.00,8667.15,0.00,7252.53,0.00,7354.35,0.00,7352.35,0.00,6500.36,0.00,6950.26,0.00,6500.36,0.00,8667.15,0.00,6950.26,0.00,7354.35,0.00,7352.35,0.00,7252.53,0.00,6837.60,0.00,7354.35,0.00,6950.26,0.00,7091.16,0.00,7582.67,0.00,7375.82,0.00,7375.88,0.00,Pediatric electric hand
L7009,,,D,PO,5618.69,4214.02,4214.02,0.00,5618.69,0.00,4214.02,0.00,4214.02,0.00,4324.66,0.00,4561.55,0.00,4451.78,0.00,4451.78,0.00,4214.02,0.00,4214.02,0.00,4214.02,0.00,4528.73,0.00,4511.30,0.00,4511.30,0.00,4214.02,0.00,4214.02,0.00,5618.69,0.00,4561.55,0.00,4451.78,0.00,4561.55,0.00,4511.30,0.00,4511.30,0.00,4214.02,0.00,4214.02,0.00,4324.66,0.00,4214.02,0.00,4324.66,0.00,4214.02,0.00,4561.55,0.00,4464.20,0.00,5618.69,0.00,4214.02,0.00,4464.20,0.00,4511.30,0.00,5618.69,0.00,4528.73,0.00,4451.78,0.00,4561.55,0.00,4214.02,0.00,4324.66,0.00,4214.02,0.00,5618.69,0.00,4324.66,0.00,4451.78,0.00,4561.55,0.00,4528.73,0.00,4511.30,0.00,4451.78,0.00,4324.66,0.00,3969.41,0.00,4244.51,0.00,4568.33,0.00,4464.20,0.00,Adult electric hook
L7040,,,D,PO,4511.59,3383.69,3383.69,0.00,4511.59,0.00,3383.69,0.00,3383.69,0.00,3383.69,0.00,3487.25,0.00,3491.57,0.00,3491.57,0.00,3383.69,0.00,3383.69,0.00,3472.64,0.00,3615.15,0.00,3671.91,0.00,3671.91,0.00,3472.64,0.00,3383.69,0.00,4511.59,0.00,3487.25,0.00,3491.57,0.00,3487.25,0.00,3671.91,0.00,3671.91,0.00,3472.64,0.00,3383.69,0.00,3383.69,0.00,3383.69,0.00,3383.69,0.00,3472.64,0.00,3487.25,0.00,3662.06,0.00,4511.59,0.00,3383.69,0.00,3662.06,0.00,3671.91,0.00,4511.59,0.00,3615.15,0.00,3491.57,0.00,3487.25,0.00,3383.69,0.00,3383.69,0.00,3383.69,0.00,4511.59,0.00,3383.69,0.00,3491.57,0.00,3487.25,0.00,3615.15,0.00,3671.91,0.00,3491.57,0.00,3383.69,0.00,3451.74,0.00,3690.98,0.00,3831.92,0.00,3662.06,0.00,Prehensile actuator
L7045,,,D,PO,2586.65,1939.99,1939.99,0.00,2586.65,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,2586.65,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,2586.65,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,2586.65,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,2586.65,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1939.99,0.00,1635.90,0.00,1749.31,0.00,1821.08,0.00,1939.99,0.00,Pediatric electric hook
L7170,,,D,PO,9383.51,7037.63,8932.42,0.00,9383.51,0.00,7037.63,0.00,7037.63,0.00,7384.16,0.00,7106.03,0.00,7037.63,0.00,7037.63,0.00,8932.42,0.00,8932.42,0.00,7037.63,0.00,7328.78,0.00,7261.64,0.00,7261.64,0.00,7037.63,0.00,8932.42,0.00,9383.51,0.00,7106.03,0.00,7037.63,0.00,7106.03,0.00,7261.64,0.00,7261.64,0.00,7037.63,0.00,8932.42,0.00,7384.16,0.00,8932.42,0.00,7384.16,0.00,7037.63,0.00,7106.03,0.00,7037.63,0.00,9383.51,0.00,7037.63,0.00,7037.63,0.00,7261.64,0.00,9383.51,0.00,7328.78,0.00,7037.63,0.00,7106.03,0.00,8932.42,0.00,7384.16,0.00,8932.42,0.00,9383.51,0.00,7384.16,0.00,7037.63,0.00,7106.03,0.00,7328.78,0.00,7261.64,0.00,7037.63,0.00,7384.16,0.00,6927.12,0.00,7407.25,0.00,6914.17,0.00,7037.63,0.00,Electronic elbow hosmer swit
L7180,,,D,PO,52277.90,39208.42,39208.42,0.00,49026.62,0.00,43487.11,0.00,43487.11,0.00,42853.91,0.00,45177.95,0.00,41907.21,0.00,41907.21,0.00,39208.42,0.00,39208.42,0.00,43372.97,0.00,43974.09,0.00,46980.38,0.00,46980.38,0.00,43372.97,0.00,39208.42,0.00,49026.62,0.00,45177.95,0.00,41907.21,0.00,45177.95,0.00,46980.38,0.00,46980.38,0.00,43372.97,0.00,39208.42,0.00,42853.91,0.00,39208.42,0.00,42853.91,0.00,43372.97,0.00,45177.95,0.00,43145.97,0.00,49026.62,0.00,43487.11,0.00,43145.97,0.00,46980.38,0.00,49026.62,0.00,43974.09,0.00,41907.21,0.00,45177.95,0.00,39208.42,0.00,42853.91,0.00,39208.42,0.00,49026.62,0.00,42853.91,0.00,41907.21,0.00,45177.95,0.00,43974.09,0.00,46980.38,0.00,41907.21,0.00,42853.91,0.00,43918.40,0.00,46962.27,0.00,17824.42,0.00,43145.96,0.00,Electronic elbow sequential
L7181,,,D,PO,57614.51,43210.88,48632.79,0.00,48628.26,0.00,47211.27,0.00,47211.27,0.00,48901.12,0.00,47211.27,0.00,47211.27,0.00,47211.27,0.00,48632.79,0.00,48632.79,0.00,48133.08,0.00,47211.27,0.00,48370.76,0.00,48370.76,0.00,48133.08,0.00,48632.79,0.00,48628.26,0.00,47211.27,0.00,47211.27,0.00,47211.27,0.00,48370.76,0.00,48370.76,0.00,48133.08,0.00,48632.79,0.00,48901.12,0.00,48632.79,0.00,48901.12,0.00,48133.08,0.00,47211.27,0.00,47211.27,0.00,48628.26,0.00,47211.27,0.00,47211.27,0.00,48370.76,0.00,48628.26,0.00,47211.27,0.00,47211.27,0.00,47211.27,0.00,48632.79,0.00,48901.12,0.00,48632.79,0.00,48628.26,0.00,48901.12,0.00,47211.27,0.00,47211.27,0.00,47211.27,0.00,48370.76,0.00,47211.27,0.00,48901.12,0.00,47211.27,0.00,47211.27,0.00,51932.35,0.00,51932.35,0.00,Electronic elbo simultaneous
L7185,,,D,PO,9502.06,7126.55,8820.90,0.00,9502.06,0.00,7185.54,0.00,7185.54,0.00,7660.93,0.00,7401.75,0.00,7205.37,0.00,7205.37,0.00,8820.90,0.00,8820.90,0.00,7126.55,0.00,7697.96,0.00,7634.35,0.00,7634.35,0.00,7126.55,0.00,8820.90,0.00,9502.06,0.00,7401.75,0.00,7205.37,0.00,7401.75,0.00,7634.35,0.00,7634.35,0.00,7126.55,0.00,8820.90,0.00,7660.93,0.00,8820.90,0.00,7660.93,0.00,7126.55,0.00,7401.75,0.00,8606.54,0.00,9502.06,0.00,7185.54,0.00,8606.54,0.00,7634.35,0.00,9502.06,0.00,7697.96,0.00,7205.37,0.00,7401.75,0.00,8820.90,0.00,7660.93,0.00,8820.90,0.00,9502.06,0.00,7660.93,0.00,7205.37,0.00,7401.75,0.00,7697.96,0.00,7634.35,0.00,7205.37,0.00,7660.93,0.00,7256.94,0.00,7759.83,0.00,8606.42,0.00,8606.53,0.00,Electron elbow adolescent sw
L7186,,,D,PO,14155.74,10616.81,10616.81,0.00,13713.78,0.00,10616.81,0.00,10616.81,0.00,13884.71,0.00,11680.78,0.00,11003.20,0.00,11003.20,0.00,10616.81,0.00,10616.81,0.00,13074.67,0.00,10616.81,0.00,12834.42,0.00,12834.42,0.00,13074.67,0.00,10616.81,0.00,13713.78,0.00,11680.78,0.00,11003.20,0.00,11680.78,0.00,12834.42,0.00,12834.42,0.00,13074.67,0.00,10616.81,0.00,13884.71,0.00,10616.81,0.00,13884.71,0.00,13074.67,0.00,11680.78,0.00,13111.76,0.00,13713.78,0.00,10616.81,0.00,13111.76,0.00,12834.42,0.00,13713.78,0.00,10616.81,0.00,11003.20,0.00,11680.78,0.00,10616.81,0.00,13884.71,0.00,10616.81,0.00,13713.78,0.00,13884.71,0.00,11003.20,0.00,11680.78,0.00,10616.81,0.00,12834.42,0.00,11003.20,0.00,13884.71,0.00,10225.50,0.00,10934.18,0.00,13111.69,0.00,13111.76,0.00,Electron elbow child switch
L7190,,,D,PO,12089.57,9067.18,9264.96,0.00,12089.57,0.00,9412.03,0.00,9412.03,0.00,9692.58,0.00,9919.50,0.00,9381.12,0.00,9381.12,0.00,9264.96,0.00,9264.96,0.00,9147.80,0.00,9563.26,0.00,10130.05,0.00,10130.05,0.00,9147.80,0.00,9264.96,0.00,12089.57,0.00,9919.50,0.00,9381.12,0.00,9919.50,0.00,10130.05,0.00,10130.05,0.00,9147.80,0.00,9264.96,0.00,9692.58,0.00,9264.96,0.00,9692.58,0.00,9147.80,0.00,9919.50,0.00,12089.57,0.00,12089.57,0.00,9412.03,0.00,12089.57,0.00,10130.05,0.00,12089.57,0.00,9563.26,0.00,9381.12,0.00,9919.50,0.00,9264.96,0.00,9692.58,0.00,9264.96,0.00,12089.57,0.00,9692.58,0.00,9381.12,0.00,9919.50,0.00,9563.26,0.00,10130.05,0.00,9381.12,0.00,9692.58,0.00,9542.44,0.00,10203.79,0.00,13145.06,0.00,12089.57,0.00,Elbow adolescent myoelectron
L7191,,,D,PO,14791.91,11093.94,11093.94,0.00,14577.32,0.00,11093.94,0.00,11093.94,0.00,14225.90,0.00,12296.88,0.00,11851.35,0.00,11851.35,0.00,11093.94,0.00,11093.94,0.00,12728.93,0.00,11093.94,0.00,13499.77,0.00,13499.77,0.00,12728.93,0.00,11093.94,0.00,14577.32,0.00,12296.88,0.00,11851.35,0.00,12296.88,0.00,13499.77,0.00,13499.77,0.00,12728.93,0.00,11093.94,0.00,14225.90,0.00,11093.94,0.00,14225.90,0.00,12728.93,0.00,12296.88,0.00,13556.26,0.00,14577.32,0.00,11093.94,0.00,13556.26,0.00,13499.77,0.00,14577.32,0.00,11093.94,0.00,11851.35,0.00,12296.88,0.00,11093.94,0.00,14225.90,0.00,11093.94,0.00,14577.32,0.00,14225.90,0.00,11851.35,0.00,12296.88,0.00,11093.94,0.00,13499.77,0.00,11851.35,0.00,14225.90,0.00,10060.12,0.00,10757.36,0.00,13556.21,0.00,13556.26,0.00,Elbow child myoelectronic ct
L7259,,,D,PO,5114.50,3835.87,3835.87,0.00,4608.61,0.00,4842.37,0.00,4842.37,0.00,4628.37,0.00,5061.66,0.00,5004.67,0.00,5004.67,0.00,3835.87,0.00,3835.87,0.00,4344.51,0.00,4994.75,0.00,4947.46,0.00,4947.46,0.00,4344.51,0.00,3835.87,0.00,4608.61,0.00,5061.66,0.00,5004.67,0.00,5061.66,0.00,4947.46,0.00,4947.46,0.00,4344.51,0.00,3835.87,0.00,4628.37,0.00,3835.87,0.00,4628.37,0.00,4344.51,0.00,5061.66,0.00,3835.87,0.00,4608.61,0.00,4842.37,0.00,3835.87,0.00,4947.46,0.00,4608.61,0.00,4994.75,0.00,5004.67,0.00,5061.66,0.00,3835.87,0.00,4628.37,0.00,3835.87,0.00,4608.61,0.00,4628.37,0.00,5004.67,0.00,5061.66,0.00,4994.75,0.00,4947.46,0.00,5004.67,0.00,4628.37,0.00,4948.20,0.00,5291.11,0.00,3990.04,0.00,3835.87,0.00,Electronic wrist rotator any
L7360,,,D,PO,363.91,272.93,286.40,0.00,289.00,0.00,291.55,0.00,291.55,0.00,272.93,0.00,323.13,0.00,358.64,0.00,358.64,0.00,286.40,0.00,286.40,0.00,274.07,0.00,318.54,0.00,319.37,0.00,319.37,0.00,274.07,0.00,286.40,0.00,289.00,0.00,323.13,0.00,358.64,0.00,323.13,0.00,319.37,0.00,319.37,0.00,274.07,0.00,286.40,0.00,272.93,0.00,286.40,0.00,272.93,0.00,274.07,0.00,323.13,0.00,363.91,0.00,289.00,0.00,291.55,0.00,363.91,0.00,319.37,0.00,289.00,0.00,318.54,0.00,358.64,0.00,323.13,0.00,286.40,0.00,272.93,0.00,286.40,0.00,289.00,0.00,272.93,0.00,358.64,0.00,323.13,0.00,318.54,0.00,319.37,0.00,358.64,0.00,272.93,0.00,299.46,0.00,320.25,0.00,475.89,0.00,363.91,0.00,Six volt bat otto bock/eq ea
L7362,,,D,PO,400.96,300.72,300.72,0.00,347.61,0.00,309.88,0.00,309.88,0.00,400.96,0.00,333.97,0.00,323.09,0.00,323.09,0.00,300.72,0.00,300.72,0.00,300.72,0.00,330.19,0.00,348.89,0.00,348.89,0.00,300.72,0.00,300.72,0.00,347.61,0.00,333.97,0.00,323.09,0.00,333.97,0.00,348.89,0.00,348.89,0.00,300.72,0.00,300.72,0.00,400.96,0.00,300.72,0.00,400.96,0.00,300.72,0.00,333.97,0.00,335.38,0.00,347.61,0.00,309.88,0.00,335.38,0.00,348.89,0.00,347.61,0.00,330.19,0.00,323.09,0.00,333.97,0.00,300.72,0.00,400.96,0.00,300.72,0.00,347.61,0.00,400.96,0.00,323.09,0.00,333.97,0.00,330.19,0.00,348.89,0.00,323.09,0.00,400.96,0.00,314.56,0.00,336.34,0.00,920.49,0.00,335.38,0.00,Battery chrgr six volt otto
L7364,,,D,PO,637.69,478.27,478.27,0.00,633.19,0.00,570.10,0.00,570.10,0.00,478.27,0.00,604.32,0.00,597.20,0.00,597.20,0.00,478.27,0.00,478.27,0.00,565.38,0.00,625.45,0.00,617.34,0.00,617.34,0.00,565.38,0.00,478.27,0.00,633.19,0.00,604.32,0.00,597.20,0.00,604.32,0.00,617.34,0.00,617.34,0.00,565.38,0.00,478.27,0.00,478.27,0.00,478.27,0.00,478.27,0.00,565.38,0.00,604.32,0.00,637.69,0.00,633.19,0.00,570.10,0.00,637.69,0.00,617.34,0.00,633.19,0.00,625.45,0.00,597.20,0.00,604.32,0.00,478.27,0.00,478.27,0.00,478.27,0.00,633.19,0.00,478.27,0.00,597.20,0.00,604.32,0.00,625.45,0.00,617.34,0.00,597.20,0.00,478.27,0.00,576.30,0.00,616.24,0.00,920.49,0.00,637.69,0.00,Twelve volt battery utah/equ
L7366,,,D,PO,858.99,644.25,644.25,0.00,858.99,0.00,736.58,0.00,736.58,0.00,644.25,0.00,822.69,0.00,804.58,0.00,804.58,0.00,644.25,0.00,644.25,0.00,708.00,0.00,808.43,0.00,849.00,0.00,849.00,0.00,708.00,0.00,644.25,0.00,858.99,0.00,822.69,0.00,804.58,0.00,822.69,0.00,849.00,0.00,849.00,0.00,708.00,0.00,644.25,0.00,644.25,0.00,644.25,0.00,644.25,0.00,708.00,0.00,822.69,0.00,858.99,0.00,858.99,0.00,736.58,0.00,858.99,0.00,849.00,0.00,858.99,0.00,808.43,0.00,804.58,0.00,822.69,0.00,644.25,0.00,644.25,0.00,644.25,0.00,858.99,0.00,644.25,0.00,804.58,0.00,822.69,0.00,808.43,0.00,849.00,0.00,804.58,0.00,644.25,0.00,753.95,0.00,806.25,0.00,1015.39,0.00,858.99,0.00,Battery chrgr 12 volt utah/e
L7367,,,D,PO,559.81,419.86,472.52,0.00,472.48,0.00,458.73,0.00,458.73,0.00,475.14,0.00,458.73,0.00,458.73,0.00,458.73,0.00,472.52,0.00,472.52,0.00,467.69,0.00,458.73,0.00,470.02,0.00,470.02,0.00,467.69,0.00,472.52,0.00,472.48,0.00,458.73,0.00,458.73,0.00,458.73,0.00,470.02,0.00,470.02,0.00,467.69,0.00,472.52,0.00,475.14,0.00,472.52,0.00,475.14,0.00,467.69,0.00,458.73,0.00,458.73,0.00,472.48,0.00,458.73,0.00,458.73,0.00,470.02,0.00,472.48,0.00,458.73,0.00,458.73,0.00,458.73,0.00,472.52,0.00,475.14,0.00,472.52,0.00,472.48,0.00,475.14,0.00,458.73,0.00,458.73,0.00,458.73,0.00,470.02,0.00,458.73,0.00,475.14,0.00,458.73,0.00,458.73,0.00,504.61,0.00,504.61,0.00,Replacemnt lithium ionbatter
L7368,,,D,PO,725.71,544.28,612.58,0.00,612.54,0.00,594.67,0.00,594.67,0.00,615.95,0.00,594.67,0.00,594.67,0.00,594.67,0.00,612.58,0.00,612.58,0.00,606.27,0.00,594.67,0.00,609.27,0.00,609.27,0.00,606.27,0.00,612.58,0.00,612.54,0.00,594.67,0.00,594.67,0.00,594.67,0.00,609.27,0.00,609.27,0.00,606.27,0.00,612.58,0.00,615.95,0.00,612.58,0.00,615.95,0.00,606.27,0.00,594.67,0.00,594.67,0.00,612.54,0.00,594.67,0.00,594.67,0.00,609.27,0.00,612.54,0.00,594.67,0.00,594.67,0.00,594.67,0.00,612.58,0.00,615.95,0.00,612.58,0.00,612.54,0.00,615.95,0.00,594.67,0.00,594.67,0.00,594.67,0.00,609.27,0.00,594.67,0.00,615.95,0.00,594.67,0.00,594.67,0.00,654.15,0.00,654.15,0.00,Lithium ion battery charger
L7400,,,D,PO,440.71,330.53,372.02,0.00,371.97,0.00,361.13,0.00,361.13,0.00,374.07,0.00,361.13,0.00,361.13,0.00,361.13,0.00,372.02,0.00,372.02,0.00,368.17,0.00,361.13,0.00,369.99,0.00,369.99,0.00,368.17,0.00,372.02,0.00,371.97,0.00,361.13,0.00,361.13,0.00,361.13,0.00,369.99,0.00,369.99,0.00,368.17,0.00,372.02,0.00,374.07,0.00,372.02,0.00,374.07,0.00,368.17,0.00,361.13,0.00,361.13,0.00,371.97,0.00,361.13,0.00,361.13,0.00,369.99,0.00,371.97,0.00,361.13,0.00,361.13,0.00,361.13,0.00,372.02,0.00,374.07,0.00,372.02,0.00,371.97,0.00,374.07,0.00,361.13,0.00,361.13,0.00,361.13,0.00,369.99,0.00,361.13,0.00,374.07,0.00,361.13,0.00,361.13,0.00,397.23,0.00,397.23,0.00,"Add ue prost be/wd, ultlite"
L7401,,,D,PO,493.38,370.03,416.48,0.00,416.42,0.00,404.30,0.00,404.30,0.00,418.78,0.00,404.30,0.00,404.30,0.00,404.30,0.00,416.48,0.00,416.48,0.00,412.17,0.00,404.30,0.00,414.17,0.00,414.17,0.00,412.17,0.00,416.48,0.00,416.42,0.00,404.30,0.00,404.30,0.00,404.30,0.00,414.17,0.00,414.17,0.00,412.17,0.00,416.48,0.00,418.78,0.00,416.48,0.00,418.78,0.00,412.17,0.00,404.30,0.00,404.30,0.00,416.42,0.00,404.30,0.00,404.30,0.00,414.17,0.00,416.42,0.00,404.30,0.00,404.30,0.00,404.30,0.00,416.48,0.00,418.78,0.00,416.48,0.00,416.42,0.00,418.78,0.00,404.30,0.00,404.30,0.00,404.30,0.00,414.17,0.00,404.30,0.00,418.78,0.00,404.30,0.00,404.30,0.00,444.68,0.00,444.68,0.00,Add ue prost a/e ultlite mat
